¿En cuál vas?,ID,Comentario,Gobierno,Oposición,Posible Contradicción
231,399,"Muchas vueltas, Dn. Francisco...
Solo hay 2 vertientes para analizar este tema:
1) Si lo merece o no el parrido.2) Si le conviene o no a México.
Desde ambas, voto por un sí, para dar una lección a corruptos y oportunistas y acabar con esas prácticas para siempre.
Si fuera necesario, que se extingan todos los partidos existentes y nazcan nuevos, donde sea requisito militar, trabajar y formarse ideológicamente, antes de aspirar a cargo alguno.¡Nada de chapulines!",1,0,
232,1952,"Si, que Cuadri sea candidato porfas México se lo merece.",0,1,
233,5597,"No mamen, un gran Pulso, gran guion no mamen se rifaron jajaja me sacaron muy buenas risas",0,0,
234,4500,LA COCHITL,0,0,
235,6041,Guerrero lugar de nacimiento de grandes héroes de nuestra independencia.,0,0,
236,5899,"Campe ve más allá, te están avisando lo que van a hacer, ellos harán sabotaje.",0,0,
237,2703,Claro el inai sirve también para saber cuantas botellas de licor se tomó borolas.....para simplezas como eso sirve el inai verdad margara?,0,-1,
238,2184,"Qué nota tan tendenciosa.  Si no ponen lo que dijo Quadri ¿Cómo sabemos que tuvo razón la otra parte? ¿Tenemos que creerles así sin más?.  El grave problema de la sociedad es que estos grupos de presión alegan que todo es odio cuando son ellos quienes propagan el odio contra quien sea que no les rinda pleitesía.  En este caso, no podremos saber hasta escuchar la parte anterior de la entrevista.",0,0,
239,121,"Campe....ayuda a comunicar que todavía no son las elecciónes, que solo se esta seleccionando la o el mejor de lo mejor interno entre Morena o PT....y el que elijamos competira contra los del McPRIAND en 2024 y de ganar  continuará la 4T",1,0,
240,681,No está solo mi amado presidente Andrés Manuel López Obrador nomás unos  unos 80 millones de mexicanos y mexicanas estamos con usted,1,0,
241,4833,Agradezco que vuelvan a hacer comedia. Cómo la última parte jaja. Corazoncito. Sean de new creativos y relajados.venimos aquí a ver la realidad y burlarnos de ella,0,0,
242,4896,No lo permitimos adonde hay que mandar la dirección para todo el equipo para una degustación de carnitas en Morelia Michoacán seguridad ante todo gracias,0,0,
243,5568,Una clase de cómo evitar ser autocritico y no hacerse responsable echándole la culpa s otros,0,0,
244,1649,"Carlos/Brozo son unos guerreros de la democracia, estoy con ustedes! Gracias por su programa",0,-1,
245,4312,El pri endeudó más que nadie,0,-1,
246,2500,"Es el colmo de la desfachatez y el narcisismo, pero sabes Alito, te tengo una mala noticia: creo que ya nadie te cree. No confundas patadas de abogado con patadas de ahogado.",0,0,
247,6318,15:23 a lo mejor están tomando nota de los republicanos gringos,0,0,
248,2598,"LE COMENTAMOS SRITA. XOCHILT, NO PUEDE GOBERNARSE ELLA MISMA, ASI QUE SUPONEMOS QUE NI SIQUIERA PUEDE PRESIDIR UNA COLONIA, MUCHO MENOS A NUESTRA REPUBLICA.",0,-1,
249,4458,excelente Chumel,0,1,
250,7489,Un mundo cuadrado...segun kuadri,0,-1,
251,6175,"Samuel por nacimiento esta preparado, para rolar el erario publico.",0,0,
252,7814,Nuevo leon esta podrido,0,0,
253,3090,Algún amigo de Lili que le expliqué que se necesita más que la secundaria para poder dirigir un país,0,-1,
254,6085,Deberían de hacer una sección hablando de las pendejadas de liz vilchis,-1,0,
255,4030,"LILI AGUANTA, EL PUEBLO SE LEVANTA!!  JAJAJA",0,-1,
256,7164,Me encantó la frase: el felatio político,0,0,
257,6388,En Guerrero existe un grupo de maleantes que se llama la MAÑA,0,0,
258,6021,"Ésta señora es un híbrido entre la Chimoltrufia,cantinflas y la Chabelita",0,0,
259,2241,Ese diputado tiene toda la razón y lo digo yo que soy del estado de Chiapas y me da  inpotencia la respuesta del gobernador de Chiapas diciendo que Chiapas tiene una riqueza cultural ya estoy harto que siempre digan eso de Chiapas a mí no me interesa un carajo  la riqueza cultural,0,0,
260,2214,Vemos la podredumbre del poder judicial muy claramente y lo mismo el poder legislativo y el ejecutivo de gobiernos anteriores y ahora si podemos dimensionar el nivel del triunfo del pueblo de la mano de su líder AMLO quien realizó una verdadera EPOPEYA un triunfo ÉPICO que celebramos cada día… y seguir con los triunfos…,0,0,
261,528,México sigue creciendo gracias a DIOS TODOPODEROSO....OJALA Y LOS MINISTROS. JUECES Y FiSCALES. Y TODO CORRUPTO QUE ESTA ENCONTRA DEL PRESIDENTE  QUE RETIREN YA ...por qué esos no quieren el bien para MEXICO Y A SU PUEBLO,0,0,
262,7052,Donde podremos ver la entrevista completa?,0,0,
263,5675,La boca de te haga chicharrón por decir que uno de estos estupid..ganara la precidencia,0,0,
264,3984,Amo a mi presidente el mejor de los presidentes,1,0,
265,2239,"Existen personas en la política como el Sr. Cuadro que no conocen de medidas, y líneas de acción  para atender el problema de Pemex. Vender Pemex NO, si resolver corrupción interna allí.Busquemos gente preparada e inteligente y honesta. ¿¿ habrá en política personajes confiables ?",0,-1,
266,949,"️‍ buen día presidente,que barbaridad lo que ganan esos ministros ni que fueran Reyes, aprovechándose si dieran un recorrido por los pueblos muy necesitados para que vean cuanta necesidad hay en el pueblo mexicano, pero eso nunca lo harán seguro no salen de sus burbujas de los lugares más sofisticados, ojalá sea pronto lo que propone Presidente.",1,0,
267,7972,Excelentes los dos.,0,0,
268,30,"¡echo chi! 100 MILLONES DE MEXICANOS QUE ESTAMOS CON EL HONORABLE PRESIDENTE LIC. AMLO, AHORA VAMOS ESTAR CON   EL DISTINGUIDO DIPUTADO ADAN AUGUSTO LOPEZ HDEZ., SE VE MAS FIEL Y LEALTAD PARA SEGUIR CON LA 4T Y SEGUIR LA POLITICA ""NO MENTIR, NO ROBAR Y NO TRAICIONAR"".",1,0,
269,7839,Geniales como siempre !,0,0,
270,3842,Ministro Carranca .....México!!!!!🇲🇽Confía en Usted....,0,0,
271,2133,"Loret y Brozo, Geniales!!!",0,1,
272,1529,Un sexenio con Noroña ayudaría mucho a profundizar y asentar mucho más la 4ta transformación ..Noroña 2024…,1,0,
273,3824,Que se ponga a barrer las calles de la Ciudad de México,0,0,
274,5843,"El recibo de Luz, me llega super barato y eso que cocino con parrilla Eléctrica.",0,0,
275,7558,es un honor estar con DOBLADOR,-1,0,
276,6427,Ojalá el gran Francisco Cruz haga su propio canal en YouTube,0,0,
277,0,"¡YA SUPERENLO CONSERVADORES, POR EL BIEN DE LA NACIÓN ¡NUNCA MÁS UN VOTO AL PRI-PAN-PRD-MC! POR SU CONTINÚA TRAICIÓN Y CORRUPCIÓN, ¡DIFUNDAMOS SIN DESCANSO SIEMPRE LA VERDAD!.¡ES UN HONOR ESTAR CON EL VERDADERO PUEBLO DE MÉXICO, MORENA (CON ADÁN AUGUSTO) Y EL EXCELENTÍSIMO PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR!",0,-1,
278,4399,Los mejores de México,0,0,
279,1122,"Ash, ya me imagino que si Claudia gana la presidencia todos sus simpatizantes van a poner una cara de depresiva como Claudia, así como quieren andar imitando al viejito santo que tenemos como presidente.",-1,0,
280,6584,Eficacia y transparencia con tus noticias mi campechano,0,0,
281,816,"solo el 70 %  De la Poblacion estamos con usted Sr. Presidente AMLO, Vamos con la 4T",1,0,
282,5412,"Yo, yo ,yo. Si no habla bien de si misma, se le acaba la conversación. Nadie más habla bien  de ella.",0,0,
283,4156,GAP para presidente del sindicato GAP,0,0,
284,4058,Por un show de Chumel yo si iría al Zócalo.,0,1,
285,1983,QUEREMOS JUICIO A EXPRESIDENTES. TODOS LOS MEXICANOS,0,0,
286,298,"DEBERIAN DE PONER UNA REFORMA DONDE LOS CIUDADANOS, BETAMOS A ESTE TIPO DE PERSONAS QUE SON DISQUE DE LA 4TA. SOLO ECHAN A PERDER A LA TRANSFORMACIÓN.",1,0,
287,5099,Siquiera esos dineros llegarán al que deveria porque no es asi todo se lo roban antes que llegue a quien de verdad lo requiere,0,0,
288,3351,"Que tenga un día muy Bendecido Sr Presidente, un abrazo con mucho cariño y respeto",1,0,
289,2967,"Ahyy doña Lela se vale soñarrr..Es la rición de su partido  .Ni locos te damos voto doña hernias,tres acentos.",0,0,
290,6255,jajajja se muy bien que si ando tristillo el pulso me salva 12:33,0,0,
291,6489,"Gran invitado, experto en todo lo que dice, bien informado",0,0,
292,6434,Jajajaja “que se tomaron que se pusieron tan románticos???”,0,0,
293,1399,Vergüenza dé opositoresTristeza Para él pueblo mexicanoÉsa ignorancia es una ofensa Para México y son así la mayoría dé opositores,0,0,
294,8097,Peña Nieto 2.0,0,0,
295,3746,DIOS! ya libranos de estos politicos ignorantes y corruptos.,0,0,
296,273,"Pues Xóchitl es más preparada que Lilly, pero le falta más que preparación, necesita el apoyo de las millones de personas que apoyan a AMLO y la 4T.Pero que haga su luchita.",0,-1,
297,4990,"Che we este, cómo si el hubiera sido el que hubiera hecho algo de lo que menciona, cómo todos los ojts políticos colgándose medallas ajenas",0,0,
298,613,"Admirable mujer Xochitl, nuestro apoyo, para la Presidencia, Reglas claras, de lo contrario a ganar la CD.Mexico, q no te utilicen los partidos, tú vales más q ellos.",0,1,
299,1078,Todo mi apoyo para usted mi valiente presidente saludos desde chicago illinois y ay que reformar ese pinche poder judicial ganan muchísimo dinero pinches corruptos buen fin de semana y bendiciones para usted gran patriota,1,0,
300,3394,Sr presidente estamos can usted paso lo pase estamos con usted que Dios lo cuide,1,0,
301,3191,Dios lo bendiga Sr PRECIDENTE lo queremos mucho tiene todo nuestro apoyo Adelanté Presidente,1,0,
302,6573,Urge ya una reforma al poder judicial. Si al plan C!!!!,0,0,
303,1143,"Excelente capítulo !! . Otra vez, Bravo y mil veces Bravo !! . Y que bueno que Loret ya se está recuperando de su voz !! Gracias por su patriotismo y no callar la nefastez de éste gobierno de 4ta !!",0,1,
304,8122,Ajajajajajaja,0,0,
305,5198,Y todavía la presidenta Piña le explica en buen pedo a la plagios para que no quede duda lo que le están rechazando,0,0,
306,3092,"Son sus gustos de “la” diputada, pero nunca ni en sus sueños más guajiros será una mujer. Ridículos.",0,0,
307,872,Aceptar PRIANISTAS a  MORENA es lo Peor que Puede Suceder.,0,-1,
308,7224,"Aún veo el título, y me da mucha risa.",0,0,
309,3304,Y yo le contesto al Panista que Aguascalientes está igual de jodido con el drenaje .,0,0,
310,7278,Este señor ests hablando de si mismo?,0,0,
311,3134,Lic.. AMLO no es venganza....es justicia...es aplicar la ley como debe proceder...es lo justo!!!,0,0,
312,4727,"En matamoros Tamaulipas el litro de gas bajó de trece pesos a 8.20 y los opositores y sus simpatizantes no dicen nada, de las pensiones a adultos mayores también las reciben y tampoco lo dicen",0,0,
313,5352,Los donativos los están guardando para reportirlos en las despensas de las próximas campañas electorales,0,0,
314,1900,"En este canal hay mucho prianaguado ardidos, aaaaa y también MC.",0,0,
315,3688,"Chumy  felicidades por ese gran ingenio muy propio del equipo,",0,1,
316,1971,"Apoyo total a nuestro presidente, apoyo total a la 4T",1,0,
317,8160,Bravo!!!!!!,0,0,
318,7593,"Órale, que buena reflexión!!!",0,0,
319,3412,25:00 ORO SOLIDO PRESENTE.....VIVA EL JEFE DE JEFES OBRADOR OAXMEX FOREVER....,0,0,
320,822,"VIVA AMLO EL MEJOR PRESIDENTE DEL MUNDO, AMOR CON AMOR SE PAGA, VOTO TOTAL MORENA",1,0,
321,6712,Cómo una cita de Mario Delgado..... Jajajajajajjajja,0,0,
322,7679,Muy en lo cierto mi tocayo.,0,0,
323,1400,Gracias Mordor (Estado de México) por permitir que este país siga controlado por la corrupción y el nepotismo de amlo y sus amigos,0,0,
324,7827,Barney  la dinosauria??,0,0,
325,1592,Es un orgullo estar con Obrador hombre trabajador humano con su país Viva México viva López Obrador,1,0,
326,1883,"No Chanel, no te equivoques, morena es mucho mucho peor que el pri",-1,0,
327,680,SOMOS 100 MILLONES DEMEXICANOS QUIENES APOYAMOSLO DICHO Y HECHO.POR ELPRESIDENTE LOPEZ OBRADOR!LOS ACARREADOS SON MENOSY MAL PAGADOS.,1,0,
328,1707,SALVEMOS A MEXICO DE LA  FUERA LOCURA  FUERA LAS   COTORRAS DEL PAN DEL   PAN COTORRAS,0,0,
329,5429,Cuando dijo que nunca olvidarán los niños con cáncer me imagino que estaba hablando de Javier Duarte,0,0,
330,7870,Y esto apenas empieza.,0,0,
331,8055,Que Elocuencia!!,0,0,
332,4507,Chumel,0,0,
333,2912,"Es correcto Brozo, todas las corcholatas se tienen que humillar para que la consentida sea favorecida totalmente !!",0,0,
334,5070,"Felicidades a los periodistas  , que buena entrevista, excelente manera de haber ubicado y exhibido lo falsa que es esta señora .",0,0,
335,6760,Maravillosos como siempre!! Se le espera con ansia!,0,0,
336,6816,"Me encanta verlos, son la pura neta.Mis respetos.",0,0,
337,4430,El major curruptazo,0,0,
338,4688,"Ya no es una historia que el mundo está experimentando una recesión económica global, estoy muy feliz de que gano $14,000 en mi inversión de $6,000 cada 10 días. Todo gracias a la Sra. ELENA MARIE LOPEZ",0,0,
339,2083,"Que poca madre pero la del PRI ,pan ,",0,-1,
340,6629,También podemos saber cuantos tonayan se toma CaldeRon,0,-1,
341,5337,DE ACUERDO CON NANCY QUEREMOS PARTICIPAR EN LA ENCUESTA PARA ELEGIR QUIEN ES LA MEJOR OCXION PARA EL 2024,0,0,
342,4818,"Ya llevan varios años como figuras publicas. El siguiente paso es el activismo.
Sé que es algo muy delicado lo que les sugiero, pero es mejor que andarse con rodeos.",0,0,
343,4677,"Gracias de la actitud y conducta de los ministros por no validar al Plan B , eso les unde porque el pueblo no es tonto. Eso ayuddara rn la consulta popular. Fortaleza la decision por la reforma de la SCJN...",0,0,
344,5161,ni en el infierno tevas a escapar garcia un dia de estos te llevo a vicitar todas las tumbas delas personas que mataron,0,0,
345,1729,SALUDOS BROZO Y LORET COMO SIEMPRE EXCELENTE VIDEO Y CUIDENSE DEL LOCO DE PALACIO!!,0,1,
346,7656,Jajajaja  muy buen programa,0,0,
347,4664,"Dios, cómo es posible que a esta señora no le hayan dado el máximo galardón en oratoria en el mundo mundial, si Cantinflas la viera sería un personaje cualquiera, no cabe duda si no nace , la inventa Walt Disney ️️️",0,0,
348,1488,"Xochil te imaginas lo que se aria con todo el dinero que han robado el prian al pueblo ,es una burla lo que dices",0,-1,
349,4231,ayyyy que risa!!!! aguas brozo !!,0,0,
350,6371,Su hijo no salió en su defensa o tenia la misma información .,0,0,
351,8011,Excelente análisis,0,0,
352,6736,como que ese wey hace todo lo posible para no ganar,0,0,
353,4111,Estamos con usted señor presidente 🇲🇽🇲🇽️,1,0,
354,6655,Que le venda alos gringos para pagar la deuda externa,0,0,
355,7955,Ni Dios lo permita!,0,0,
356,5697,"Ustedes dos siempre me hacrn reir con sus ocurrencias, ya lo habia dicho. Jajajajajaja",0,0,
357,48,"De verdad, que grande es nuestro Presidente con el simple hecho de no seguir dando conseciones a nadie esto es no seguir regalando nuestra nación a ambiciosos extranjeros y nacionales que no tienen principios como seres humanos, no les satisface nada no se conforman con lo que han robado; YA BASTA hurge exterminar a esas lacras de la sociedad. Viva la 4T, viva México, viva AMLO 🇲🇽🇲🇽🇲🇽Saludos desde Puebla México",1,0,
358,6565,Los hechos hablan ....no basta tener kia tesla etc etc..,0,0,
359,4518,"Claro que la pueden destituir, si en la investigación arroja hechos ilícitos o se comprueba el plagio a sus tesis (método de titulación) obvio se daría parte a la autoridad correspondiente, en su caso pudiendo suspenderla temporalmente y después definitivamente por el ilícito o en caso de plagio revocando su nombramiento debido a no cumplir con los requisitos propios del encargo ya que no estaría titulada como abogada o del postgrado que se trate  buena jugada, como el juicio de Jonny deep se interpuso por un hecho y en el desarrollo se encontraron otros hechos salvando todas las acusaciones anteriores que ya había perdido Jonny",0,0,
360,1861,Pobre México  y nuestro presidente  por esos miserables  de oposición,0,0,
361,8111,Pura demagogia,0,0,
362,1518,"Exactamente, para mí lo más insoportable es la desmedida hipocresía de López Obrador y de MORENA en general .",-1,0,
363,6668,Que buen chiste una botarga en palacio dando el grito,0,0,
364,7279,PS. Si es un Sr.Una dama tiene clase.,0,0,
365,3993,Chumel eres la vrg  son geniales tu y tu equipo,0,1,
366,3990,Excelente fin de semana querido presidente!!  ️,1,0,
367,1025,No es cierto q haya subido la luz. El gas lo compré en 542 este 21 de junio. Lo cual indica q ha bajado  pues lo llegué a comprar el 746.00 el cilindro de 30 o sea q bajó un 37% aproximadamente. Gracias Sr presidente AMLO.  Lo quiero un chingo y dos montones,1,0,
368,1947,Saludos Brozo y Loret. Jaja muy buena crítica humorista!,0,1,
369,3039,"""Con el tiempo, una prensa corrupta termina generando un público tan nefasto como ella misma"": Pullitzer",0,0,
